title	rate	director	actor	category	showtime	length	box office	award	description
煎饼侠	6.1	大鹏	大鹏/袁姗姗/柳岩/吴君如/曾志伟/岳云鹏/衣云鹤/梁超/潘斌龙/崔志佳/乔杉/郭采洁/邓超/尚格·云顿/小沈阳/宋小宝/刘晓光/王小利/陈思诚/林更新/陈羽凡/胡海泉/韩寒/陈赫/郑恺/包贝尔/郑伊健/陈小春/谢天华/林晓峰	喜剧	2015	113	116275	0	人气偶像大鹏（董成鹏 饰）遭遇了意外事件，令其跌入人生谷底，女友采洁（郭采洁 饰）也离他而去，只剩助理董成龙（潘斌龙 饰）和红颜知己柳岩（柳岩 饰）对他不离不弃。大鹏草率签下电影合约，却因资金问题一筹莫展，还遭到了黑道大哥王老板（梁超 饰）的威胁。无奈之下大鹏只得找来小 明星杜潇潇（袁姗姗 饰）、群头马涛（衣云鹤 饰）、狗仔摄影师胡来（崔志佳 饰）组成一个临时摄制组，准备拍摄一部全明星阵容的大片，而拍摄方式也是前所未有的尝试，邓超、吴君如、曾志伟、东北F4等一线大咖能否顺利出演？逼入绝境的大鹏将遭遇什么样的困难？
北京遇上西雅图之不二情书	6.5	薛晓路	汤唯/吴秀波/惠英红/秦沛/吴彦姝/颜卓灵/王志文/陆毅/祖峰/王茜/刘志宏/张一白/艾丽娅/李灿森/陈创/韩张	喜剧/爱情	2016	131	78679	0	焦娇（汤唯 饰）15岁就来到了澳门，过着颠沛流离的生活，之后成为了赌场公关。罗大牛（吴秀波 饰）早年来到美国，一番摸爬滚打，如今已经是小有名气的加州房地产经纪人，事业一帆风顺的他在情场上自然步步为赢，是公认的钻石王老五。/                                    /                                　　一本名为《查令十字街84号》的书让这一对生活毫无交集的男女走到了一起，两人通过电子邮件进行交往，透过种种误会和波折，最终发现彼此是自己的灵魂伴侣。在此期间，焦娇徘徊在郑义（陆毅 饰）、邓先生（王志文 饰）和诗人（祖峰 饰）之间不知何去何从，而罗大牛则在同华裔老夫妻林平生（秦沛 饰）和唐秀懿（吴彦姝 饰）的交往当中逐渐发现了人生的道义。
致我们终将逝去的青春	6.6	赵薇	杨子姗/赵又廷/韩庚/江疏影/刘雅瑟/张瑶/包贝尔/郑恺/王佳佳/黄明/佟丽娅/王森/黄小蕾/韩红/杨澜/宫哲/崔文璐	剧情/爱情	2013	132	71918	"1,2"	18岁的郑微（杨子姗 饰）终于如愿考上青梅竹马邻家大哥哥林静（韩庚 饰）所在学校的邻校，等她满怀期冀地步入大学校园，却遭遇打击——林静出国留学，杳无音信。郑微倍感失落，患难时刻与室友阮莞（江疏影 饰）、朱小北（刘雅瑟 饰）、黎维娟（张瑶 饰）及师哥老张-张开（包贝尔 饰）结 下深厚友谊，同时富家公子许开阳（郑恺 饰）对郑微展开了疯狂的追求，而备受男生欢迎的阮莞用她特有的清冷守护着对于心爱人赵世永（黄明 饰）的忠贞。一次偶然的误会使郑微与老张室友陈孝正（赵又廷 饰）结为死敌，在一次次地反击中，郑微发现自己爱上了这个表面冷酷、内心善良的高材生，于是疯狂地反击演变为死缠烂打地追求，而陈孝正也终于在强攻之下缴械投降，欢喜冤家终成甜蜜恋人。大四毕业之际郑微的生活再次经受考验：陈孝正得到曾毓（王嘉佳 饰）的出国留学名额，却迟迟不敢告诉郑微，感觉再次被欺骗的郑微痛...
春娇与志明	7.3	彭浩翔	杨千嬅/余文乐/杨幂/徐峥/谷德昭/郑伊健/陈逸宁/司徒慧焯/黄晓明/詹瑞文/田蕊妮/王馨平/郝蕾/谷祖琳/王太利/邵音音/曾国祥/尹志文/彭浩翔/魏雨琦/林兆霞	剧情/喜剧/爱情	2012	111	7059	4	张志明（余文乐 饰）与余春娇（杨千嬅 饰）在一起后，恋情也不可避免由热烈转向平淡，几番龃龉过后，二人平平淡淡、不知不觉地分手了。在此之后，志明接受前老板的邀请，和公公前往北京发展，他很快结识了美丽温柔的空姐尚优优（杨幂 饰），一段新的恋情由此展开。另一方面，春娇的化妆品牌决定关掉香港分店，于是她也和娥姐转战北京。曾经的恋人相见自是几多尴尬，而原以为早已平淡和忘却的情感竟在见面的一刻复萌。虽然志明有优优陪伴，春娇也意外邂逅了体贴稳重的SAM（徐峥 饰），但是他们仍然瞒着另一半偷偷见面，他们小心地保持着距离，心又不由自主地向对方靠近。/                                    /                                　　已是从香港转战北京的爱情，将如何收场……
盗墓笔记	4.7	李仁港	井柏然/鹿晗/马思纯/王景春/张博宇/涂圣成/敖嘉年/姜皓文/刘蔚森	悬疑/奇幻/冒险	2016	123	100453	0	落魄作家为了写作素材，寻访到了一个叫做吴邪（鹿晗 饰）的古董铺子老板，而吴邪正准备离开这个城市，临走之前，吴邪和他讲诉了关于自己奇怪的盗墓家族往事，并说出了自己第一次随家族探险所经历的诡异事件：那一次他们的家族因为偶然获取了一件特殊的青铜器， 追根溯源，寻找到了被掩埋在中国西北盆地中的西王母古国，他们招募了一批盗墓贼一同前往古城遗址探险，进入了位于古城地下的西王母陵中，发现了当年周穆王于西王母求长生不死之术的真相。作家听完吴邪的故事，却发现其中有很多疑点，吴邪到底说的是自己的臆想，还是真相更加可怕复杂，因为吴邪的离开变成了永恒之谜。
我是证人	6.1	安相勋	杨幂/鹿晗/王景春/朱亚文/刘芮麟/赖艺/柴蔚/李溪芮	剧情/悬疑/犯罪	2015	112	21527	0	路小星（杨幂 饰）是一位初出茅庐的见习女警，她的弟弟死于一场意外，而作为见证人的路小星则双目失明。尽管失去了视觉，但路小星的其他感官却因此而意外的活跃起来，即便生活在黑暗之中，路小星却依旧能够敏感的感受到周遭的一举一动。/                                    /                                　　一场车祸中，路小星成为了目击者，凭借着自己的特殊能力，她做出了证词，路小星绝佳的感官和记忆力吸引了老刑警鲁力（王景春 饰）的注意。林冲（鹿晗 饰）是车祸的另一位目击者，可奇怪的是，他所做出的证词恰恰和路小星的证词截然不同。一个是五感健全的普通人，一个是双目失明的盲人，究竟应该相信谁的证词？而又是谁在撒谎呢？
白日焰火	7.1	刁亦男	廖凡/桂纶镁/王学兵/王景春/余皑磊/倪景阳	剧情/悬疑/犯罪	2014	106	10287	0	外表冷艳的吴志贞（桂纶镁 饰）身上散发着熟女的魅力，这对于男人来说是一种致命的诱惑，对于与她曾有过一面之缘的警察张自力（廖凡 饰）来说更是如此。/                                    /                                　　五年前，吴志贞的丈夫梁志军（王学兵 饰）被警方认定死于一桩离奇碎尸案，当时张自力破案后击毙了持枪拒捕的凶手。五年后，又发生了类似的连环案件，并且这些死者都曾与吴志贞相恋，心结未了的张自力主动接近吴志贞，却飞蛾扑火般的爱上了这个女人，两人遭遇重大生活挫折的人逐渐从惺惺相惜到相爱，随着更加亲密的接触，张自力发现了五年前的真相……
分手大师	5	俞白眉 / 邓超	邓超/杨幂/古力娜扎/栾元晖/秦越/许可嘉/梁超/赵曼竹/孙俪/柳岩/谢楠	喜剧/爱情	2014	116	66544	0	梅远贵（邓超 饰）是一个情感经历极为丰富的男人，虽然有过这样那样的失败恋情，却也帮他铺就了一条通往荣华复归的康庄大道。现如今的梅远贵生活在首都北京，与其精英团队操办起帮人分手的奇葩业务，无论你有着怎样的感情和生活，只要票子给足，他总会高效率地完成任务。爱情那么虚幻的东西太不可靠，还是钱最让他放心。这一天，梅照例接了一单生意，那就是帮客户甩掉美丽女孩叶小春（杨幂 饰）。小春是一个自强不息的北漂姑娘，她渴望可以让之依靠休息的港湾，同时也为了美好的明天奋力打拼。原本踌躇满志的梅远贵，从和小春接触的第一天起，他们彼此的人生就发生了改变……/                                    /                                　　本片根据同名人气话剧改编。
左耳	5.4	苏有朋	陈都灵/欧豪/马思纯/杨洋/段博文/胡夏/关晓彤/包文婧/蒋雯丽/成泰燊/谢娜	爱情	2015	117	48522	0	单纯美丽的李珥（陈都灵 饰）左耳失聪，无法听见声音，然而，生理上的缺陷并没有令她感到自卑，正相反，她的个性温顺又温柔。一次偶然中，李珥结识了名叫吧啦（马思纯 饰）的女孩，吧啦的个性和李珥截然相反，她无拘无束，桀骜不驯，向往自由的生活。在吧啦的身上，李珥看到了自己内心里叛 逆执着的一面。/                                    /                                　　让李珥没有想到的是，吧啦竟然和自己一直暗恋的男生许弋（杨洋 饰）走到了一起，这让李珥开始体会到了青春的残酷。然而，吧啦的内心里其实喜欢着名为张漾（欧豪 饰）的男生，命运让他们的爱情成为了悲剧，并且最终夺走了吧啦年轻的生命，这场意外让几个懵懂的孩子们迅速蜕变成长，绽放出了最艳丽绝望的青春之花。
寒战	7.4	梁乐民 / 陆剑青	郭富城/梁家辉/李治廷/彭于晏/杨采妮/马伊琍/林家栋/安志杰/钱嘉乐/尹子维/王敏德/黄芝琪/郑欣宜/文峰/贾晓晨/刘德华/何华超	剧情/动作/犯罪	2012	103	25303	4	作为亚洲金融中心的香港被称作“最安全的城市”，岂料警局接到一通匿名电话，对方声称劫持了警队的一辆前线冲锋车以及车内的五名警员和武器装备。此次事件引起了香港警队高层的高度重视，适逢处长（王敏德 饰）出访国外，此时由鹰派人物行动副处长李文彬（梁家辉 饰）与年轻的管理副处长刘杰辉（郭富城 饰）一起负责这次案件，并将行动命名为“寒战”，李文彬任总指挥。李文彬的儿子（彭于晏 饰）也是人质之一，刘杰辉因此对李文彬父子产生怀疑。与此同时，匪徒展开了进一步行动：警察被杀、爆炸案频发……到底是谁在将整个警队玩弄于鼓掌之中？香港真的是“最安全的城市”吗？
致青春·原来你还在这里	4	周拓如	吴亦凡/刘亦菲/金世佳/李沁/李梦/郝劭文/陈燃/乔任梁	剧情/爱情	2016	98	33685	0	外表温柔安静的苏韵锦（刘亦菲 饰）在高中同学程铮（吴亦凡 饰）的深情追求下慢慢爱上了对方，可无奈相爱容易相处难，自小生活环境的差异以及性格的迥异开始成为两人之间的问题，矛盾的不断发现最终还是让感情出现了裂痕最后走到了分手境地。/                                    /                                　　几年后，苏韵锦成为了一个事业有成的职场女强人，但平静的生活因程铮的再次出现而泛起了涟漪，两人剪不断理还乱的感情促使他们又纠缠到了一起，并且这时才知道彼此在这几年中都没有放下，想爱但又怕过去重演……
小时代	4.7	郭敬明	杨幂/柯震东/郭采洁/郭碧婷/谢依霖/凤小岳/李悦铭/陈学冬/姜潮/杜天皓/商侃/王琳/丁巧唯	剧情/喜剧/爱情	2013	116	48478	0	这是一个梦想闪耀的时代，这也是一个理想冷却的时代；这是最坏的时代，这也是最好的时代，这是我们的小时代。 这是当下时代一群时尚年轻人的青春故事，也是属于他们生活的真实写照，更是我们这个时代的一个缩影。/                                        /                                    　　故事发生在经济飞速发展时期的上海，主人公林萧（杨幂 饰）、顾里（郭采洁 饰）、南湘（郭碧婷 饰）、唐宛如（谢依霖 饰）四个女生在这座风光而时尚的城市里生活与学习、工作与成长，四个女生从小感情深厚，却各自有着不同的价值观与人生观，她们在同一个宿舍朝夕相处，转眼到了大学生涯的后期，平静的生活开始面临层出不穷的挑战，找工作实习的忙碌以及随之而来的巨大生存压力，看似平静的校园生活相继发生着种种让她们措手不及、不知如何面对、需要抉择的事情。同时，顾源（柯震东 饰）、简溪（李悦铭 饰）、宫铭（凤小岳 饰）、崇光（陈学冬 饰）、卫海（杜天皓 饰）、席城（姜潮 饰）等一...
全民目击	7.6	非行	孙红雷/余男/郭富城/邓家佳/赵立新/佟丽娅/倪虹洁/陈思诚/周韦彤/廖晓琴/谭松韵/丁子烁	剧情/悬疑/犯罪	2013	119	18118	"1,2"	林泰（孙红雷 饰）是当地名噪一方的富豪，近来正筹备自己人生中的另一件大事，与钟爱多年的女友结婚。不料此时传来噩耗，准新娘被人杀死在公寓的地下停车场，林泰闻讯如雷击顶。警方把怀疑的目光瞄向了他的独女林萌萌（邓家佳 饰），检方提起诉讼后，林泰花重金聘请著名律师周莉（余男 饰）为其女辩护，周莉曾为诸多有名的案件做过代理人，对打赢这场官司信心满满，庭审前，做了大量案头工作。公诉方派出的则是大名鼎鼎的检察官童涛（郭富城 饰），他的公诉犀利坚锐、一语中的。庭审开始后，控辩双方剑拔驽张，火药味十足，但随着审理的进一步深入，罪案越发扑朔迷离，似进入一条看不到边际的死穴......
